region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets,carbon_offset_metric_tons,existing_installs_count,center_point
19140,Pennsylvania,40.0336621,39.9986957,-75.124551,-75.1704073,40.012027524899111,-75.1453401809762,997.9,6871,88.042515500442875,38.402638050525375,9344,17657,12822,14970,295650,13,350443,3.25,87610.75,2429334.6532714837,5636529.8140136721,3659940.7383056632,4281646.3132690433,88002443.132839948,3771.7872192382811,104009894.65169987,"[[0,5115],[5,948],[10,151],[15,106],[20,69],[25,48],[30,48],[35,34],[40,33],[45,19],[50,17],[55,24],[60,22],[65,15],[70,14],[75,11],[80,11],[85,8],[90,7],[95,5],[100,12],[105,8],[110,5],[115,6],[120,5],[125,7],[130,5],[135,10],[140,3],[145,4],[150,3],[155,6],[160,4],[165,6],[170,5],[175,6],[180,1],[185,2],[190,3],[195,1],[200,3],[210,3],[215,1],[220,1],[225,2],[250,2],[255,2],[260,1],[265,1],[270,3],[280,2],[285,1],[300,1],[305,1],[310,1],[315,1],[320,1],[325,1],[330,2],[335,1],[345,2],[350,1],[365,1],[370,2],[410,1],[425,1],[450,1],[455,1],[460,1],[465,1],[470,1],[495,1],[515,1],[530,1],[555,1],[585,1],[720,1],[745,1],[785,1],[815,1],[870,1],[880,1],[935,2],[940,1],[1025,1],[1055,1],[1240,1],[1275,1],[1360,1],[1715,1]]",66094.193342188373,2,POINT(-75.1453401809762 40.0120275248991)
19141,Pennsylvania,40.0514999,40.0241069,-75.134973,-75.1564306,40.03739128212063,-75.145524802398256,997.9,3528,92.89723441167466,38.756453916291335,1408,7152,5593,3754,120838,13,138745,3.25,34686.25,368234.15231323236,2223790.5403869636,1602453.4210205076,1031870.4540954588,35671096.352844238,3693.7459716796875,40897444.920660473,"[[0,2742],[5,467],[10,76],[15,39],[20,22],[25,18],[30,13],[35,13],[40,10],[45,7],[50,7],[55,8],[60,7],[65,8],[70,3],[75,7],[80,7],[85,5],[90,4],[95,2],[100,1],[105,2],[110,6],[115,5],[120,5],[125,2],[135,2],[145,1],[150,2],[155,2],[165,2],[170,1],[180,3],[185,2],[195,1],[200,1],[215,1],[220,1],[225,4],[235,2],[240,1],[255,1],[275,1],[280,1],[300,1],[315,1],[325,1],[330,2],[425,1],[435,1],[615,1],[640,1],[675,1],[710,1],[740,1],[1180,1]]",25988.716177816576,4,POINT(-75.1455248023983 40.0373912821206)
19142,Pennsylvania,39.9372593,39.9108978,-75.2202161,-75.2465046,39.922575965640689,-75.232911068932438,997.9,2701,86.153989213315981,29.152725310307609,3007,6550,4879,6486,80086,13,101008,3.25,25252.0,798687.69337768585,2059836.3730102533,1346276.0160034173,1989252.0380737311,23904065.341455072,3727.15537109375,30098117.461920176,"[[0,1893],[5,521],[10,64],[15,46],[20,25],[25,25],[30,18],[35,16],[40,9],[45,7],[50,11],[55,5],[60,3],[65,7],[70,1],[75,2],[80,2],[85,5],[95,5],[100,1],[105,1],[110,3],[115,3],[120,3],[125,3],[135,1],[140,1],[145,2],[150,1],[160,3],[165,2],[185,1],[205,1],[220,1],[265,1],[295,1],[300,1],[320,1],[330,1],[355,1],[570,1],[590,1],[1880,1]]",19126.16873063564,12,POINT(-75.2329110689324 39.9225759656407)
19145,Pennsylvania,39.9373933,39.8854578,-75.1687087,-75.2141304,39.9238602431467,-75.179685196410986,997.9,6147,89.703247480403135,38.368391486174396,5350,21771,20830,21703,286737,13,356391,3.25,89097.75,1390979.6337402342,7032304.779302977,6059484.3715026872,6045742.9262939468,86025808.108831808,3817.9077087402343,106554319.81967154,"[[0,4553],[5,808],[10,206],[15,112],[20,66],[25,41],[30,37],[35,22],[40,25],[45,20],[50,15],[55,18],[60,9],[65,14],[70,12],[75,8],[80,6],[85,12],[90,7],[95,10],[100,10],[105,8],[110,8],[115,6],[120,5],[125,8],[130,8],[135,4],[140,2],[145,2],[150,3],[155,1],[160,4],[165,4],[170,2],[175,1],[180,1],[185,1],[190,2],[200,1],[205,1],[210,2],[230,2],[235,1],[240,2],[250,3],[255,3],[270,1],[280,3],[295,2],[300,2],[305,3],[330,2],[335,1],[340,1],[350,1],[365,1],[375,1],[400,1],[430,1],[460,1],[475,1],[480,1],[490,1],[505,1],[530,1],[560,1],[585,1],[590,1],[605,1],[625,1],[645,1],[675,2],[705,1],[740,1],[745,1],[810,1],[815,1],[855,1],[905,1],[1125,1],[1205,1],[1230,1],[1260,1],[1385,1],[1505,1],[2235,1],[2280,1],[2370,1],[2815,1]]",67711.0753663441,11,POINT(-75.179685196411 39.9238602431467)
19146,Pennsylvania,39.947645,39.9307012,-75.1655737,-75.2034629,39.93832888483464,-75.179729793429942,997.9,6749,89.925728432679492,47.642241987858249,6109,18827,10955,10070,199698,13,245659,3.25,61414.75,1580651.1631958,6045829.2322143558,3150473.59668579,2856314.5676513673,59444912.339935295,3840.1027526855469,73078180.899682537,"[[0,5123],[5,1043],[10,150],[15,81],[20,38],[25,42],[30,34],[35,23],[40,20],[45,20],[50,11],[55,7],[60,10],[65,7],[70,6],[75,4],[80,8],[85,10],[90,4],[95,8],[100,6],[105,3],[110,5],[115,4],[120,4],[125,5],[130,5],[135,5],[140,3],[145,2],[150,4],[155,5],[160,2],[175,3],[180,2],[185,4],[190,3],[195,1],[200,1],[210,1],[215,1],[225,1],[245,1],[250,1],[255,1],[260,2],[275,2],[305,1],[315,1],[320,1],[335,1],[350,1],[360,1],[365,1],[410,1],[415,1],[440,1],[460,1],[490,1],[500,1],[525,1],[570,1],[665,2],[710,1],[730,1],[820,1],[850,1],[915,1],[1490,1]]",46438.306986595009,1,POINT(-75.1797297934299 39.9383288848346)
19150,Pennsylvania,40.0843679,40.0593864,-75.1544355,-75.1881214,40.072888442997943,-75.170126141852,997.9,3872,95.34723813889525,46.53846153846154,1639,7220,7925,2126,72875,13,91785,3.25,22946.25,424110.73896484374,2188746.3393554683,2377947.617517089,548449.12163085944,21624377.362438962,3983.7955017089844,27163631.179907225,"[[0,2817],[5,759],[10,170],[15,53],[20,13],[25,7],[30,6],[35,2],[40,5],[45,7],[50,4],[55,2],[65,2],[70,1],[80,1],[85,2],[90,1],[100,7],[145,1],[150,1],[155,1],[165,1],[170,1],[175,1],[180,1],[250,2],[270,1],[495,1],[620,1],[630,1]]",17261.418224610647,11,POINT(-75.170126141852 40.0728884429979)
19151,Pennsylvania,39.9898328,39.9628376,-75.2361356,-75.2787808,39.975934047883108,-75.251711562104177,997.94500222452837,3518,92.3376153428623,34.466542568825318,2130,11329,4646,7039,84558,13,109702,3.25,27425.5,556894.46560363763,3477609.7657897957,1265082.5021484375,2010974.4935363764,25034675.549267575,3721.84287109375,32345236.776345816,"[[0,2576],[5,564],[10,145],[15,62],[20,30],[25,22],[30,23],[35,4],[40,9],[45,8],[50,4],[55,5],[60,4],[65,7],[70,6],[75,7],[80,1],[85,3],[90,7],[95,4],[100,1],[105,1],[115,1],[120,1],[125,2],[130,2],[135,1],[140,1],[150,1],[170,1],[180,2],[215,1],[220,1],[225,1],[255,1],[260,1],[265,1],[280,1],[315,1],[370,1],[385,1],[485,1],[515,1],[1275,1]]",20554.124589335177,4,POINT(-75.2517115621042 39.9759340478831)
19125,Pennsylvania,39.9913072,39.9651109,-75.1127028,-75.1353151,39.978505806776624,-75.125950218104222,997.9,4917,92.100556438791727,53.047793721005505,5257,12228,9314,10686,131076,14,168561,3.5,42140.25,1378869.8992492675,3857710.904443359,2575269.0847167964,3177993.5545532214,39045472.500726327,3995.2084533691404,50035315.943688966,"[[0,3592],[5,827],[10,147],[15,72],[20,46],[25,36],[30,28],[35,21],[40,16],[45,15],[50,17],[55,16],[60,3],[65,7],[70,4],[75,5],[80,6],[85,6],[90,3],[95,5],[100,2],[105,4],[110,3],[115,1],[120,1],[125,1],[135,2],[140,2],[165,1],[175,1],[185,2],[195,1],[205,1],[210,1],[215,1],[230,1],[235,1],[255,1],[265,1],[270,2],[280,1],[285,1],[300,1],[325,1],[345,1],[400,1],[435,1],[480,1],[485,1],[495,1],[580,1],[615,1],[860,1],[870,1],[1180,1]]",31795.473469077431,7,POINT(-75.1259502181042 39.9785058067766)
19135,Pennsylvania,40.0367889,40.0095748,-75.0278695,-75.0747689,40.025216829536646,-75.050979520796531,997.9,4824,92.115875236606044,43.098365049584565,10071,18910,12487,16272,135202,14,192942,3.5,48235.5,2619310.7674438488,5995185.1496887207,3333731.4451232911,4860045.55314331,40153254.0883728,4000.6255432128905,56961527.003771961,"[[0,3428],[5,877],[10,136],[15,63],[20,44],[25,43],[30,36],[35,20],[40,16],[45,8],[50,10],[55,14],[60,10],[65,10],[70,6],[75,7],[80,2],[85,11],[90,6],[95,4],[100,2],[105,3],[110,6],[115,3],[120,1],[125,4],[130,4],[135,1],[140,4],[150,2],[155,4],[160,2],[170,1],[175,1],[185,2],[190,2],[195,1],[210,1],[215,3],[235,1],[240,1],[245,2],[250,1],[265,1],[300,1],[305,1],[325,1],[330,2],[340,1],[350,1],[360,2],[410,1],[455,1],[470,1],[515,1],[575,1],[605,1],[645,1],[850,1],[865,1],[1015,1],[1085,1]]",36196.807923524422,10,POINT(-75.0509795207965 40.0252168295366)
19147,Pennsylvania,39.9693116,39.9070664,-75.1257369,-75.1680133,39.9361708177203,-75.155875388045686,997.9,6785,94.41932854072482,53.2574568288854,8216,23907,17825,16331,142942,14,209221,3.5,52305.25,2135597.9120605472,7682642.48815918,5182031.0617492683,4494944.9787475569,42290681.0035492,4145.6809692382812,61785897.444265731,"[[0,4766],[5,1287],[10,268],[15,112],[20,83],[25,35],[30,44],[35,31],[40,25],[45,13],[50,25],[55,10],[60,7],[65,8],[70,1],[75,4],[80,7],[90,2],[95,5],[100,7],[105,3],[110,3],[115,2],[120,4],[130,1],[135,2],[150,3],[155,1],[160,1],[165,1],[185,1],[190,1],[195,1],[215,2],[240,1],[260,1],[275,1],[285,1],[295,2],[300,2],[330,1],[335,1],[350,1],[390,1],[430,1],[470,1],[515,1],[580,1],[740,1],[950,1],[960,1]]",39262.505410442536,5,POINT(-75.1558753880457 39.9361708177203)
15629,Pennsylvania,40.6006034,40.5979644,-79.5584411,-79.5622711,40.599253428735636,-79.560513498275952,938.4,141,98.850574712643677,81.976744186046517,82,322,504,1775,298,15,2981,3.75,745.25,20334.1681640625,94995.475079345691,124253.91433105468,507125.66959228518,83666.601202392587,4291.0203857421875,830375.82836914086,"[[0,97],[5,33],[10,6],[15,1],[20,2],[30,1],[45,1]]",687.42991746552218,0,POINT(-79.560513498276 40.5992534287356)
19023,Pennsylvania,39.9279777,39.9072586,-75.2474161,-75.2908101,39.917128762573896,-75.265948358407783,1009.8,3413,94.390210367111237,49.71595047341588,2461,12910,8672,11649,83261,15,118953,3.75,29738.25,645720.13978271489,4006544.9723693826,2441044.4640075676,3366077.03550415,24642994.845776368,4392.7294433593752,35102381.45744019,"[[0,2224],[5,803],[10,144],[15,55],[20,21],[25,21],[30,18],[35,14],[40,7],[45,11],[50,6],[55,13],[60,5],[65,8],[70,5],[75,5],[80,5],[85,5],[90,3],[95,2],[100,4],[105,1],[115,2],[130,4],[135,2],[140,1],[145,2],[155,1],[165,2],[170,2],[175,2],[185,3],[190,1],[200,1],[215,1],[225,1],[260,1],[310,1],[315,1],[380,1],[405,1],[415,1],[500,1],[895,1]]",22306.181489641429,8,POINT(-75.2659483584078 39.9171287625739)
19121,Pennsylvania,39.9926753,39.9717321,-75.1565744,-75.1998044,39.981792125698149,-75.174899050113012,997.9,5961,91.049233252623083,52.8410601896995,5165,17100,15416,14516,185084,15,237281,3.75,59320.25,1336124.7434570307,5497796.5843322752,4456800.6697937008,3994173.7563171382,54810197.094049066,4407.43759765625,70095092.847949237,"[[0,3851],[5,1376],[10,245],[15,98],[20,62],[25,62],[30,32],[35,37],[40,21],[45,23],[50,16],[55,12],[60,16],[65,9],[70,9],[75,4],[85,7],[90,3],[95,8],[100,2],[105,3],[110,3],[120,2],[130,3],[135,2],[140,4],[145,2],[150,1],[155,2],[160,1],[165,1],[170,3],[175,2],[180,1],[190,1],[205,1],[215,3],[225,1],[230,2],[235,3],[240,1],[245,1],[255,1],[260,2],[265,1],[290,1],[305,1],[320,1],[335,1],[360,1],[365,1],[375,1],[405,1],[410,1],[430,1],[475,1],[480,2],[510,1],[550,1],[630,1],[665,1],[795,1],[1240,1],[1280,1],[1315,1]]",44542.671969289346,2,POINT(-75.174899050113 39.9817921256981)
19124,Pennsylvania,40.0376605,39.9994448,-75.0618105,-75.1257597,40.017585873049676,-75.088945912863252,997.9,7649,89.51757532281205,38.310127216267652,13182,32248,22198,18291,473579,15,559498,3.75,139874.5,3466552.588104248,10143472.059967037,6538409.4784118654,5143646.2325744629,141324411.13944086,4309.8333801269528,166616491.49849871,"[[0,4919],[5,1508],[10,330],[15,136],[20,116],[25,74],[30,62],[35,41],[40,39],[45,31],[50,17],[55,23],[60,21],[65,11],[70,11],[75,13],[80,8],[85,10],[90,10],[95,11],[100,11],[105,12],[110,9],[115,11],[120,10],[125,6],[130,7],[135,8],[140,7],[145,2],[150,10],[155,3],[160,3],[165,6],[170,2],[175,3],[180,4],[185,7],[190,2],[195,4],[200,3],[205,1],[210,4],[215,2],[220,2],[230,1],[235,6],[240,2],[245,5],[250,3],[255,2],[260,4],[270,3],[275,4],[280,1],[285,2],[290,3],[295,4],[300,2],[305,2],[310,1],[315,1],[320,3],[325,2],[330,1],[335,1],[345,2],[350,1],[360,1],[370,2],[375,1],[380,3],[385,1],[395,3],[400,1],[420,1],[430,2],[435,2],[455,1],[460,1],[465,1],[470,2],[495,2],[505,1],[510,2],[575,1],[595,2],[610,2],[615,1],[620,1],[650,1],[710,1],[760,2],[800,1],[830,1],[835,1],[840,1],[860,1],[865,1],[910,1],[945,1],[1050,1],[1090,2],[1175,1],[1235,1],[1260,1],[1275,1],[1330,1],[1335,1],[1345,1],[1405,1],[1525,1],[1540,1],[1805,1],[1985,1],[2610,1],[3340,1]]",105878.22091327228,5,POINT(-75.0889459128633 40.0175858730497)
19126,Pennsylvania,40.0671584,40.0460622,-75.1226352,-75.1508784,40.055843713311617,-75.140501466415643,997.9,2172,94.87075106859352,46.599442179789747,799,10088,7399,4026,46298,15,68610,3.75,17152.5,199687.11888427733,3058361.2415039064,2076274.6674438487,1071712.1580566403,13645882.263201904,4279.7400390625,20051917.449090596,"[[0,1429],[5,499],[10,117],[15,30],[20,11],[25,12],[30,11],[35,5],[40,4],[45,5],[50,1],[55,1],[60,3],[65,5],[70,5],[75,4],[85,1],[90,2],[95,4],[100,3],[105,3],[110,1],[130,1],[135,2],[155,3],[160,1],[170,1],[180,1],[220,1],[235,1],[245,1],[270,1],[275,1],[300,1],[380,1]]",12742.20412586615,5,POINT(-75.1405014664156 40.0558437133116)
